County,State,INflow,OUTflow,NET in,GROSS out
Crittenden County,Arkansas,2240.0,4135.0,-1933.0,6337.0
Crockett County,Tennessee,847.0,1028.0,-189.0,1867.0
Crook County,Oregon,2489.0,2312.0,101.0,4725.0
Crosby County,Texas,400.0,409.0,-39.0,779.0
Cross County,Arkansas,1058.0,894.0,153.0,1941.0
Crow Wing County,Minnesota,3679.0,3487.0,133.0,7107.0
Crowley County,Colorado,345.0,664.0,-319.0,1009.0
Culberson County,Texas,153.0,227.0,-74.0,380.0
Culebra Municipio,Puerto Rico,0.0,73.0,-73.0,73.0
Cullman County,Alabama,4105.0,3271.0,773.0,7315.0
Culpeper County,Virginia,3993.0,2889.0,906.0,6684.0
Cumberland County,Illinois,86630.0,76732.0,2899.0,156363.0
Cuming County,Nebraska,293.0,391.0,-98.0,684.0
Currituck County,North Carolina,1926.0,1575.0,341.0,3491.0
Curry County,New Mexico,7332.0,5285.0,1156.0,11726.0
Custer County,Colorado,5176.0,5398.0,-449.0,10347.0
Cuyahoga County,Ohio,48935.0,53266.0,-9687.0,96845.0
Dade County,Georgia,2448.0,1307.0,947.0,3561.0
Daggett County,Utah,40.0,39.0,1.0,79.0
Dakota County,Minnesota,28581.0,27865.0,-1308.0,54422.0
Dale County,Alabama,6178.0,4056.0,1881.0,9993.0
Dallam County,Texas,602.0,898.0,-563.0,1233.0
Dallas County,Alabama,151431.0,157364.0,-27799.0,286929.0
Dane County,Wisconsin,37152.0,29317.0,3475.0,62109.0
Daniels County,Montana,43.0,210.0,-167.0,253.0
Danville City,Virginia,2263.0,2025.0,144.0,4194.0
Dare County,North Carolina,2119.0,2497.0,-593.0,4401.0
Darke County,Ohio,2399.0,1654.0,704.0,4012.0
Darlington County,South Carolina,3019.0,3223.0,-256.0,6190.0
Dauphin County,Pennsylvania,19771.0,16609.0,1956.0,35174.0
Davidson County,North Carolina,63978.0,62997.0,-4582.0,121412.0
Davie County,North Carolina,2926.0,2145.0,713.0,5003.0
Daviess County,Indiana,7237.0,7920.0,-1085.0,14755.0
Davis County,Iowa,24464.0,24017.0,-1238.0,46796.0
Davison County,South Dakota,1991.0,1118.0,820.0,3056.0
Dawes County,Nebraska,1048.0,727.0,321.0,1775.0
Dawson County,Georgia,5592.0,4572.0,711.0,9855.0
Day County,South Dakota,287.0,163.0,119.0,445.0
De Baca County,New Mexico,76.0,282.0,-206.0,358.0
De Soto Parish,Louisiana,1189.0,1148.0,12.0,2308.0
De Witt County,Illinois,565.0,917.0,-352.0,1482.0
DeKalb County,Alabama,81431.0,73627.0,209.0,147463.0
DeSoto County,Florida,13651.0,10969.0,1996.0,23934.0
DeWitt County,Texas,1039.0,1813.0,-783.0,2843.0
Deaf Smith County,Texas,663.0,1823.0,-1160.0,2486.0
Dearborn County,Indiana,2464.0,2924.0,-509.0,5339.0
Decatur County,Georgia,5175.0,3967.0,1103.0,9037.0
Deer Lodge County,Montana,1128.0,1030.0,98.0,2158.0
Defiance County,Ohio,1942.0,1758.0,168.0,3684.0
Del Norte County,California,2272.0,2442.0,-171.0,4713.0
Delaware County,Indiana,63794.0,51982.0,7743.0,111707.0
Delta County,Colorado,4236.0,4274.0,-166.0,8382.0
Denali Borough,Alaska,788.0,490.0,170.0,1150.0
Dent County,Missouri,515.0,672.0,-187.0,1157.0
Denton County,Texas,86618.0,55175.0,25587.0,135937.0
Denver County,Colorado,82230.0,81587.0,-4052.0,159122.0
Des Moines County,Iowa,2099.0,1807.0,251.0,3865.0
Deschutes County,Oregon,15956.0,11774.0,2997.0,26545.0
Desha County,Arkansas,520.0,701.0,-213.0,1189.0
Deuel County,Nebraska,387.0,244.0,130.0,618.0
Dewey County,Oklahoma,324.0,1085.0,-762.0,1408.0
Dickens County,Texas,175.0,131.0,44.0,306.0
Dickenson County,Virginia,370.0,569.0,-211.0,927.0
Dickey County,North Dakota,230.0,271.0,-54.0,488.0
Dickinson County,Iowa,3045.0,3912.0,-1035.0,6789.0
Dickson County,Tennessee,3416.0,2396.0,942.0,5734.0
Dillingham Census Area,Alaska,266.0,363.0,-173.0,553.0
Dillon County,South Carolina,1376.0,855.0,493.0,2203.0
Dimmit County,Texas,273.0,706.0,-452.0,960.0
Dinwiddie County,Virginia,2082.0,1648.0,315.0,3611.0
District of Columbia,District of Columbia,66749.0,60637.0,-3655.0,117619.0
Divide County,North Dakota,76.0,246.0,-170.0,322.0
Dixie County,Florida,1113.0,1290.0,-178.0,2402.0
Dixon County,Nebraska,359.0,503.0,-149.0,857.0
Doddridge County,West Virginia,1021.0,539.0,482.0,1560.0
Dodge County,Georgia,10241.0,10054.0,-133.0,19975.0
Dolores County,Colorado,89.0,163.0,-74.0,252.0
Doniphan County,Kansas,776.0,274.0,495.0,1043.0
Donley County,Texas,345.0,300.0,45.0,645.0
Dooly County,Georgia,1039.0,620.0,393.0,1633.0
Door County,Wisconsin,1677.0,1051.0,512.0,2614.0
Dorado Municipio,Puerto Rico,354.0,1792.0,-1439.0,2145.0
Dorchester County,Maryland,14931.0,13844.0,511.0,28199.0
Dougherty County,Georgia,6562.0,6278.0,104.0,12660.0
Douglas County,Colorado,110262.0,101363.0,1777.0,204503.0
Doña Ana County,New Mexico,14794.0,11177.0,2304.0,24658.0
Drew County,Arkansas,1115.0,923.0,165.0,2011.0
DuPage County,Illinois,53916.0,58739.0,-10655.0,106823.0
Dubois County,Indiana,1209.0,2604.0,-1446.0,3762.0
Dubuque County,Iowa,4985.0,4149.0,606.0,8904.0
Duchesne County,Utah,1244.0,1510.0,-283.0,2737.0
Dukes County,Massachusetts,631.0,896.0,-270.0,1522.0
Dundy County,Nebraska,278.0,135.0,139.0,409.0
Dunklin County,Missouri,1817.0,2207.0,-512.0,3902.0
Dunn County,North Dakota,5613.0,2987.0,2494.0,8468.0
Duplin County,North Carolina,2495.0,2675.0,-372.0,4978.0
Durham County,North Carolina,30897.0,28001.0,-485.0,55517.0
Dutchess County,New York,18549.0,13524.0,3584.0,30632.0
Duval County,Florida,56651.0,54545.0,-3711.0,105379.0
Dyer County,Tennessee,1765.0,2312.0,-558.0,4066.0
Eagle County,Colorado,5466.0,4249.0,625.0,9123.0
Early County,Georgia,475.0,602.0,-129.0,1075.0
East Baton Rouge Parish,Louisiana,23932.0,22840.0,-616.0,45064.0
East Carroll Parish,Louisiana,1683.0,932.0,734.0,2598.0
East Feliciana Parish,Louisiana,1672.0,1890.0,-228.0,3552.0
Eastland County,Texas,1149.0,1268.0,-193.0,2343.0
Eaton County,Michigan,8861.0,8114.0,159.0,16387.0
Eau Claire County,Wisconsin,9187.0,6553.0,2344.0,15450.0
Echols County,Georgia,167.0,294.0,-127.0,461.0
Ector County,Texas,11090.0,11390.0,-881.0,21899.0
Eddy County,New Mexico,2913.0,5017.0,-2178.0,7856.0
Edgar County,Illinois,974.0,923.0,51.0,1897.0
Edgecombe County,North Carolina,1997.0,3471.0,-1524.0,5418.0
Edgefield County,South Carolina,1873.0,1334.0,489.0,3157.0
Edmonson County,Kentucky,1094.0,740.0,337.0,1817.0
Edmunds County,South Dakota,97.0,52.0,45.0,149.0
Edwards County,Illinois,422.0,569.0,-156.0,982.0
Effingham County,Georgia,5916.0,5230.0,489.0,10949.0
El Dorado County,California,15685.0,12557.0,2588.0,27702.0
El Paso County,Colorado,112156.0,100473.0,-1757.0,199189.0
Elbert County,Colorado,4229.0,3571.0,558.0,7700.0
Elk County,Kansas,632.0,1474.0,-843.0,2105.0
Elkhart County,Indiana,9471.0,12053.0,-3159.0,20947.0
Elko County,Nevada,4253.0,3234.0,990.0,7458.0
Elliott County,Kentucky,893.0,322.0,571.0,1215.0
Ellis County,Kansas,13096.0,10925.0,1749.0,23599.0
Ellsworth County,Kansas,435.0,630.0,-200.0,1060.0
Elmore County,Alabama,9924.0,7222.0,1973.0,16417.0
Emanuel County,Georgia,1652.0,1335.0,276.0,2946.0
Emery County,Utah,517.0,546.0,-29.0,1063.0
Emmet County,Iowa,2658.0,2214.0,355.0,4783.0
Emmons County,North Dakota,126.0,193.0,-73.0,313.0
Emporia City,Virginia,601.0,399.0,196.0,994.0
Erath County,Texas,4768.0,2537.0,2068.0,7142.0
Erie County,New York,48940.0,45936.0,-1743.0,90129.0
Escambia County,Alabama,31633.0,24858.0,5230.0,54946.0
Esmeralda County,Nevada,144.0,81.0,63.0,225.0
Essex County,Massachusetts,72168.0,74475.0,-13349.0,135601.0
Estill County,Kentucky,778.0,863.0,-85.0,1641.0
Etowah County,Alabama,4502.0,4332.0,7.0,8671.0
Eureka County,Nevada,154.0,94.0,60.0,248.0
Evangeline Parish,Louisiana,1640.0,932.0,491.0,2355.0
Evans County,Georgia,743.0,1063.0,-325.0,1801.0
Fairbanks North Star Borough,Alaska,10026.0,10717.0,-1716.0,19718.0
Fairfax City,Virginia,2947.0,4185.0,-1453.0,6917.0
Fairfax County,Virginia,87347.0,86307.0,-15898.0,156716.0
Fairfield County,Connecticut,54913.0,58643.0,-13238.0,104048.0
Fajardo Municipio,Puerto Rico,1136.0,2655.0,-1520.0,3790.0
Fall River County,South Dakota,500.0,607.0,-112.0,1102.0
Fallon County,Montana,168.0,156.0,0.0,312.0
Falls Church City,Virginia,2216.0,2324.0,-642.0,4006.0
Falls County,Texas,1641.0,1540.0,95.0,3175.0
Fannin County,Georgia,5915.0,3929.0,1905.0,9763.0
Faribault County,Minnesota,669.0,751.0,-101.0,1401.0
Faulk County,South Dakota,116.0,45.0,64.0,154.0
Faulkner County,Arkansas,6363.0,7930.0,-1771.0,14089.0
Fauquier County,Virginia,5690.0,5539.0,-159.0,10919.0
Fayette County,Alabama,51999.0,45908.0,2044.0,93860.0
Fentress County,Tennessee,1125.0,607.0,518.0,1732.0
Fergus County,Montana,544.0,905.0,-407.0,1403.0
Ferry County,Washington,768.0,624.0,133.0,1381.0
Fillmore County,Minnesota,1260.0,1363.0,-170.0,2556.0
Finney County,Kansas,1652.0,2839.0,-1275.0,4403.0
Fisher County,Texas,113.0,280.0,-170.0,390.0
Flagler County,Florida,10158.0,4792.0,4700.0,14284.0
Flathead County,Montana,6112.0,6119.0,-220.0,12018.0
Fleming County,Kentucky,651.0,836.0,-209.0,1463.0
Florence County,South Carolina,5771.0,6470.0,-941.0,11999.0
Florida Municipio,Puerto Rico,281.0,687.0,-406.0,968.0
Floyd County,Georgia,12815.0,13987.0,-1673.0,26301.0
Fluvanna County,Virginia,2314.0,1849.0,223.0,3921.0
Foard County,Texas,85.0,134.0,-49.0,219.0
Fond du Lac County,Wisconsin,5751.0,4351.0,1268.0,9970.0
Ford County,Illinois,3744.0,2216.0,1287.0,5719.0
Forest County,Pennsylvania,1376.0,1200.0,149.0,2549.0
Forrest County,Mississippi,7344.0,6988.0,78.0,14054.0
Forsyth County,Georgia,41574.0,33635.0,5406.0,72676.0
Fort Bend County,Texas,56442.0,42085.0,5154.0,89324.0
Foster County,North Dakota,197.0,366.0,-171.0,561.0
Fountain County,Indiana,1138.0,1243.0,-129.0,2357.0
Franklin City,Virginia,233.0,929.0,-696.0,1162.0
Franklin County,Alabama,132672.0,120626.0,552.0,241804.0
Franklin Parish,Louisiana,663.0,791.0,-128.0,1454.0
Frederick County,Maryland,23289.0,18642.0,3337.0,40621.0
